input_x,input_y,input_z,output_x,output_y,output_z
75,165,185,74.94,164.86,242.99
75,165,195,76.06,167.34,252.19
75,165,205,77.63,170.78,260.86
75,175,-195,78.66,183.54,-249.97
75,175,-185,77.38,180.56,-241.28
75,175,-175,76.47,178.42,-232.09
75,175,-165,75.79,176.85,-222.61
75,175,-155,75.31,175.72,-212.95
75,175,-145,74.99,174.97,-203.17
75,175,-135,74.81,174.55,-193.28
75,175,-125,74.76,174.44,-183.31
75,175,-115,74.84,174.62,-173.26
75,175,-105,75.04,175.08,-163.13
75,175,-95,75.35,175.82,-152.93
75,175,-85,75.77,176.81,-142.62
75,175,85,75.77,176.81,142.62
75,175,95,75.35,175.82,152.93
75,175,105,75.04,175.08,163.13
75,175,115,74.84,174.62,173.26
75,175,125,74.76,174.44,183.31
75,175,135,74.81,174.55,193.28
75,175,145,74.99,174.97,203.17
75,175,155,75.31,175.72,212.95
75,175,165,75.79,176.85,222.61
75,175,175,76.47,178.42,232.09
75,175,185,77.38,180.56,241.28
75,175,195,78.66,183.54,249.97
75,185,-185,79.77,196.75,-238.73
75,185,-175,78.71,194.14,-230.04
75,185,-165,77.96,192.3,-220.86
75,185,-155,77.43,190.99,-211.4
75,185,-145,77.07,190.1,-201.74
75,185,-135,92.28,227.61,-135.5
75,185,-125,76.78,189.38,-182.0
75,185,-115,76.82,189.48,-171.96
75,185,-105,76.97,189.86,-161.82
75,185,-95,77.23,190.51,-151.58
75,185,-85,77.6,191.41,-141.23
75,185,-75,78.06,192.55,-130.75
75,185,-65,78.62,193.92,-120.14
75,185,65,78.62,193.92,120.14
75,185,75,78.06,192.55,130.75
75,185,85,77.6,191.41,141.23
75,185,95,77.23,190.51,151.58
75,185,105,76.97,189.86,161.82
75,185,115,76.82,189.48,171.96
75,185,125,76.78,189.38,182.0
75,185,135,92.28,227.61,135.5
75,185,145,77.07,190.1,201.74
75,185,155,77.43,190.99,211.4
75,185,165,77.96,192.3,220.86
75,185,175,78.71,194.14,230.04
75,185,185,79.77,196.75,238.73
75,195,-175,80.91,210.36,-227.07
75,195,-165,80.02,208.04,-218.42
75,195,-155,79.4,206.44,-209.26
75,195,-145,91.58,238.1,-152.47
75,195,-135,91.73,238.49,-137.65
75,195,-125,91.73,238.51,-123.02
75,195,-115,91.62,238.22,-108.57
75,195,-105,78.71,204.64,-160.13
75,195,-95,78.92,205.18,-149.88
75,195,-85,79.22,205.97,-139.49
75,195,-75,79.61,207.0,-128.98
75,195,-65,80.09,208.24,-118.31
75,195,-55,80.65,209.68,-107.48
75,195,-45,81.27,211.3,-96.49
75,195,-35,81.95,213.07,-85.3
75,195,-25,82.68,214.97,-73.91
75,195,-15,83.46,216.98,-62.31
75,195,-5,84.26,219.06,-50.48
75,195,5,84.26,219.06,50.48
75,195,15,83.46,216.98,62.31
75,195,25,82.68,214.97,73.91
75,195,35,81.95,213.07,85.3
75,195,45,81.27,211.3,96.49
75,195,55,80.65,209.68,107.48
75,195,65,80.09,208.24,118.31
75,195,75,79.61,207.0,128.98
75,195,85,79.22,205.97,139.49
75,195,95,78.92,205.18,149.88
75,195,105,78.71,204.64,160.13
75,195,115,91.62,238.22,108.57
75,195,125,91.73,238.51,123.02
75,195,135,91.73,238.49,137.65
75,195,145,91.58,238.1,152.47
75,195,155,79.4,206.44,209.26
75,195,165,80.02,208.04,218.42
75,195,175,80.91,210.36,227.07
75,205,-165,82.07,224.31,-214.91
75,205,-155,90.51,247.4,-170.76
75,205,-145,90.93,248.54,-155.36
75,205,-135,91.16,249.16,-140.33
75,205,-125,91.24,249.38,-125.57
75,205,-115,91.19,249.26,-111.04
75,205,-105,91.04,248.84,-96.7
75,205,-95,90.79,248.15,-82.54
75,205,-85,80.67,220.51,-137.39
75,205,-75,81.0,221.4,-126.84
75,205,-65,81.4,222.5,-116.14
75,205,-55,81.87,223.79,-105.28
75,205,-45,82.41,225.25,-94.23
75,205,-35,82.99,226.85,-83.0
75,205,-25,83.62,228.57,-71.56
75,205,-15,84.29,230.39,-59.92
75,205,-5,84.98,232.27,-48.06
75,205,5,84.98,232.27,48.06
75,205,15,84.29,230.39,59.92
75,205,25,83.62,228.57,71.56
75,205,35,82.99,226.85,83.0
75,205,45,82.41,225.25,94.23
75,205,55,81.87,223.79,105.28
75,205,65,81.4,222.5,116.14
75,205,75,81.0,221.4,126.84
75,205,85,80.67,220.51,137.39
75,205,95,90.79,248.15,82.54
75,205,105,91.04,248.84,96.7
75,205,115,91.19,249.26,111.04
75,205,125,91.24,249.38,125.57
75,205,135,91.16,249.16,140.33
75,205,145,90.93,248.54,155.36
75,205,155,90.51,247.4,170.76
75,205,165,82.07,224.31,214.91
75,215,-145,90.19,258.55,-159.16
75,215,-135,90.54,259.54,-143.74
75,215,-125,90.71,260.04,-128.73
75,215,-115,90.75,260.14,-114.04
75,215,-105,90.67,259.92,-99.6
75,215,-95,90.49,259.42,-85.38
75,215,-85,90.23,258.67,-71.37
75,215,-75,89.9,257.7,-57.56
75,215,-65,89.49,256.55,-43.96
75,215,-55,82.97,237.85,-102.71
75,215,-45,83.42,239.14,-91.64
75,215,-35,83.92,240.57,-80.37
75,215,-25,84.46,242.11,-68.9
75,215,-15,85.03,243.74,-57.23
75,215,-5,85.61,245.43,-45.35
75,215,5,85.61,245.43,45.35
75,215,15,85.03,243.74,57.23
75,215,25,84.46,242.11,68.9
75,215,35,83.92,240.57,80.37
75,215,45,83.42,239.14,91.64
75,215,55,82.97,237.85,102.71
75,215,65,89.49,256.55,43.96
75,215,75,89.9,257.7,57.56
75,215,85,90.23,258.67,71.37
75,215,95,90.49,259.42,85.38
75,215,105,90.67,259.92,99.6
75,215,115,90.75,260.14,114.04
75,215,125,90.71,260.04,128.73
75,215,135,90.54,259.54,143.74
75,215,145,90.19,258.55,159.16
75,225,-135,89.81,269.43,-148.3
75,225,-125,90.12,270.37,-132.78
75,225,-115,90.26,270.79,-117.78
75,225,-105,90.27,270.82,-103.13
75,225,-95,90.18,270.54,-88.77
75,225,-85,90.0,270.0,-74.67
75,225,-75,89.74,269.23,-60.8
75,225,-65,89.42,268.27,-47.15
75,225,-55,89.05,267.15,-33.73
75,225,-45,88.63,265.89,-20.51
75,225,-35,88.18,264.53,-7.52
75,225,-25,87.69,263.08,5.26
75,225,-15,87.19,261.58,17.82
75,225,-5,86.68,260.05,30.16
75,225,5,86.68,260.05,-30.16
75,225,15,87.19,261.58,-17.82
75,225,25,87.69,263.08,-5.26
75,225,35,88.18,264.53,7.52
75,225,45,88.63,265.89,20.51
75,225,55,89.05,267.15,33.73
75,225,65,89.42,268.27,47.15
75,225,75,89.74,269.23,60.8
75,225,85,90.0,270.0,74.67
75,225,95,90.18,270.54,88.77
75,225,105,90.27,270.82,103.13
75,225,115,90.26,270.79,117.78
75,225,125,90.12,270.37,132.78
75,225,135,89.81,269.43,148.3
75,235,-115,89.69,281.02,-122.69
75,235,-105,89.82,281.44,-107.6
75,235,-95,89.83,281.46,-92.96
75,235,-85,89.74,281.17,-78.67
75,235,-75,89.56,280.64,-64.66
75,235,-65,89.33,279.89,-50.92
75,235,-55,89.04,278.98,-37.42
75,235,-45,88.7,277.93,-24.16
75,235,-35,88.33,276.77,-11.13
75,235,-25,87.93,275.53,1.68
75,235,-15,87.52,274.23,14.26
75,235,-5,87.1,272.91,26.62
75,235,5,87.1,272.91,-26.62
75,235,15,87.52,274.23,-14.26
75,235,25,87.93,275.53,-1.68
75,235,35,88.33,276.77,11.13
75,235,45,88.7,277.93,24.16
75,235,55,89.04,278.98,37.42
75,235,65,89.33,279.89,50.92
75,235,75,89.56,280.64,64.66
75,235,85,89.74,281.17,78.67
75,235,95,89.83,281.46,92.96
75,235,105,89.82,281.44,107.6
75,235,115,89.69,281.02,122.69
75,245,-95,89.38,291.98,-98.5
75,245,-85,89.41,292.07,-83.76
75,245,-75,89.34,291.84,-69.47
75,245,-65,89.19,291.36,-55.53
75,245,-55,88.99,290.69,-41.88
75,245,-45,88.74,289.87,-28.52
75,245,-35,88.45,288.94,-15.41
75,245,-25,88.14,287.91,-2.55
75,245,-15,87.81,286.83,10.07
75,245,-5,87.47,285.72,22.46
75,245,5,87.47,285.72,-22.46
75,245,15,87.81,286.83,-10.07
75,245,25,88.14,287.91,2.55
75,245,35,88.45,288.94,15.41
75,245,45,88.74,289.87,28.52
75,245,55,88.99,290.69,41.88
75,245,65,89.19,291.36,55.53
75,245,75,89.34,291.84,69.47
75,245,85,89.41,292.07,83.76
75,245,95,89.38,291.98,98.5
75,255,-65,88.98,302.53,-61.6
75,255,-55,88.88,302.19,-47.62
75,255,-45,88.72,301.65,-34.02
75,255,-35,88.52,300.97,-20.74
75,255,-25,88.29,300.2,-7.77
75,255,-15,88.05,299.36,4.93
75,255,-5,87.79,298.48,17.35
75,255,5,87.79,298.48,-17.35
75,255,15,88.05,299.36,-4.93
75,255,25,88.29,300.2,7.77
75,255,35,88.52,300.97,20.74
75,255,45,88.72,301.65,34.02
75,255,55,88.88,302.19,47.62
75,255,65,88.98,302.53,61.6
85,-255,-55,99.87,-299.62,-48.15
85,-255,-45,99.71,-299.12,-34.52
85,-255,-35,99.49,-298.48,-21.23
85,-255,-25,99.24,-297.73,-8.24
85,-255,-15,98.97,-296.92,4.46
85,-255,-5,98.69,-296.07,16.89
85,-255,5,98.69,-296.07,-16.89
85,-255,15,98.97,-296.92,-4.46
85,-255,25,99.24,-297.73,8.24
85,-255,35,99.49,-298.48,21.23
85,-255,45,99.71,-299.12,34.52
85,-255,55,99.87,-299.62,48.15
85,-245,-85,100.39,-289.35,-84.25
85,-245,-75,100.32,-289.15,-69.92
85,-245,-65,100.16,-288.7,-55.95
85,-245,-55,99.94,-288.07,-42.29
85,-245,-45,99.67,-287.28,-28.91
85,-245,-35,99.35,-286.37,-15.8
85,-245,-25,99.01,-285.38,-2.93
85,-245,-15,98.64,-284.33,9.7
85,-245,-5,98.27,-283.25,22.08
85,-245,5,98.27,-283.25,-22.08
85,-245,15,98.64,-284.33,-9.7
85,-245,25,99.01,-285.38,2.93
85,-245,35,99.35,-286.37,15.8
85,-245,45,99.67,-287.28,28.91
85,-245,55,99.94,-288.07,42.29
85,-245,65,100.16,-288.7,55.95
85,-245,75,100.32,-289.15,69.92
85,-245,85,100.39,-289.35,84.25
85,-235,-105,100.76,-278.59,-108.04
85,-235,-95,100.78,-278.64,-93.37
85,-235,-85,100.69,-278.38,-79.05
85,-235,-75,100.51,-277.87,-65.03
85,-235,-65,100.25,-277.16,-51.28
85,-235,-55,99.93,-276.28,-37.77
85,-235,-45,99.56,-275.26,-24.5
85,-235,-35,99.16,-274.14,-11.46
85,-235,-25,98.72,-272.93,1.35
85,-235,-15,98.26,-271.67,13.93
85,-235,-5,97.8,-270.38,26.29
85,-235,5,97.8,-270.38,-26.29
85,-235,15,98.26,-271.67,-13.93
85,-235,25,98.72,-272.93,-1.35
85,-235,35,99.16,-274.14,11.46
85,-235,45,99.56,-275.26,24.5
85,-235,55,99.93,-276.28,37.77
85,-235,65,100.25,-277.16,51.28
85,-235,75,100.51,-277.87,65.03
85,-235,85,100.69,-278.38,79.05
85,-235,95,100.78,-278.64,93.37
85,-235,105,100.76,-278.59,108.04
85,-225,-125,101.01,-267.38,-133.2
85,-225,-115,101.18,-267.83,-118.15
85,-225,-105,101.2,-267.89,-103.48
85,-225,-95,101.11,-267.63,-89.11
85,-225,-85,100.91,-267.12,-74.99
85,-225,-75,100.63,-266.38,-61.12
85,-225,-65,100.28,-265.45,-47.46
85,-225,-55,99.87,-264.37,-34.03
85,-225,-45,99.41,-263.14,-20.81
85,-225,-35,98.91,-261.81,-7.82
85,-225,-25,98.38,-260.41,4.96
85,-225,-15,97.82,-258.94,17.52
85,-225,-5,97.26,-257.46,29.86
85,-225,5,97.26,-257.46,-29.86
85,-225,15,97.82,-258.94,-17.52
85,-225,25,98.38,-260.41,-4.96
85,-225,35,98.91,-261.81,7.82
85,-225,45,99.41,-263.14,20.81
85,-225,55,99.87,-264.37,34.03
85,-225,65,100.28,-265.45,47.46
85,-225,75,100.63,-266.38,61.12
85,-225,85,100.91,-267.12,74.99
85,-225,95,101.11,-267.63,89.11
85,-225,105,101.2,-267.89,103.48
85,-225,115,101.18,-267.83,118.15
85,-225,125,101.01,-267.38,133.2
85,-215,-145,100.98,-255.41,-159.58
85,-215,-135,101.38,-256.44,-144.1
85,-215,-125,101.59,-256.96,-129.07
85,-215,-115,101.64,-257.08,-114.35
85,-215,-105,101.56,-256.88,-99.9
85,-215,-95,101.37,-256.41,-85.67
85,-215,-85,101.09,-255.69,-71.65
85,-215,-75,100.72,-254.76,-57.84
85,-215,-65,100.28,-253.64,-44.23
85,-215,-55,93.08,-235.44,-102.45
85,-215,-45,93.58,-236.69,-91.38
85,-215,-35,94.13,-238.08,-80.11
85,-215,-25,94.72,-239.58,-68.64
85,-215,-15,95.35,-241.17,-56.96
85,-215,-5,96.0,-242.81,-45.08
85,-215,5,96.0,-242.81,45.08
85,-215,15,95.35,-241.17,56.96
85,-215,25,94.72,-239.58,68.64
85,-215,35,94.13,-238.08,80.11
85,-215,45,93.58,-236.69,91.38
85,-215,55,93.08,-235.44,102.45
85,-215,65,100.28,-253.64,44.23
85,-215,75,100.72,-254.76,57.84
85,-215,85,101.09,-255.69,71.65
85,-215,95,101.37,-256.41,85.67
85,-215,105,101.56,-256.88,99.9
85,-215,115,101.64,-257.08,114.35
85,-215,125,101.59,-256.96,129.07
85,-215,135,101.38,-256.44,144.1
85,-215,145,100.98,-255.41,159.58
85,-205,-155,101.24,-244.16,-171.12
85,-205,-145,101.71,-245.31,-155.68
85,-205,-135,101.98,-245.95,-140.63
85,-205,-125,102.08,-246.19,-125.85
85,-205,-115,102.04,-246.09,-111.3
85,-205,-105,101.87,-245.69,-96.96
85,-205,-95,101.6,-245.04,-82.8
85,-205,-85,90.46,-218.16,-137.16
85,-205,-75,90.82,-219.03,-126.62
85,-205,-65,91.26,-220.09,-115.91
85,-205,-55,91.78,-221.35,-105.04
85,-205,-45,92.37,-222.76,-93.99
85,-205,-35,93.01,-224.32,-82.76
85,-205,-25,93.71,-226.0,-71.32
85,-205,-15,94.44,-227.77,-59.67
85,-205,-5,95.2,-229.6,-47.81
85,-205,5,95.2,-229.6,47.81
85,-205,15,94.44,-227.77,59.67
85,-205,25,93.71,-226.0,71.32
85,-205,35,93.01,-224.32,82.76
85,-205,45,92.37,-222.76,93.99
85,-205,55,91.78,-221.35,105.04
85,-205,65,91.26,-220.09,115.91
85,-205,75,90.82,-219.03,126.62
85,-205,85,90.46,-218.16,137.16
85,-205,95,101.6,-245.04,82.8
85,-205,105,101.87,-245.69,96.96
85,-205,115,102.04,-246.09,111.3
85,-205,125,102.08,-246.19,125.85
85,-205,135,101.98,-245.95,140.63
85,-205,145,101.71,-245.31,155.68
85,-205,155,101.24,-244.16,171.12
85,-195,-165,89.71,-205.8,-218.12
85,-195,-155,89.01,-204.19,-209.0
85,-195,-145,102.33,-234.76,-152.74
85,-195,-135,102.5,-235.16,-137.9
85,-195,-125,102.52,-235.2,-123.26
85,-195,-115,102.4,-234.93,-108.8
85,-195,-105,88.2,-202.34,-159.94
85,-195,-95,88.43,-202.86,-149.68
85,-195,-85,88.76,-203.62,-139.3
85,-195,-75,89.19,-204.62,-128.77
85,-195,-65,89.72,-205.82,-118.1
85,-195,-55,90.33,-207.22,-107.27
85,-195,-45,91.01,-208.79,-96.27
85,-195,-35,91.76,-210.51,-85.08
85,-195,-25,92.57,-212.37,-73.68
85,-195,-15,93.42,-214.32,-62.08
85,-195,-5,94.3,-216.34,-50.25
85,-195,5,94.3,-216.34,50.25
85,-195,15,93.42,-214.32,62.08
85,-195,25,92.57,-212.37,73.68
85,-195,35,91.76,-210.51,85.08
85,-195,45,91.01,-208.79,96.27
85,-195,55,90.33,-207.22,107.27
85,-195,65,89.72,-205.82,118.1
85,-195,75,89.19,-204.62,128.77
85,-195,85,88.76,-203.62,139.3
85,-195,95,88.43,-202.86,149.68
85,-195,105,88.2,-202.34,159.94
85,-195,115,102.4,-234.93,108.8
85,-195,125,102.52,-235.2,123.26
85,-195,135,102.5,-235.16,137.9
85,-195,145,102.33,-234.76,152.74
85,-195,155,89.01,-204.19,209.0
85,-195,165,89.71,-205.8,218.12
85,-185,-175,88.17,-191.89,-229.77
85,-185,-165,87.32,-190.04,-220.64
85,-185,-155,86.72,-188.73,-211.2
85,-185,-145,86.31,-187.85,-201.55
85,-185,-135,102.99,-224.15,-135.71
85,-185,-125,85.97,-187.12,-181.83
85,-185,-115,86.01,-187.21,-171.8
85,-185,-105,86.18,-187.57,-161.66
85,-185,-95,86.47,-188.2,-151.42
85,-185,-85,86.87,-189.07,-141.06
85,-185,-75,87.38,-190.17,-130.58
85,-185,-65,87.99,-191.5,-119.96
85,-185,65,87.99,-191.5,119.96
85,-185,75,87.38,-190.17,130.58
85,-185,85,86.87,-189.07,141.06
85,-185,95,86.47,-188.2,151.42
85,-185,105,86.18,-187.57,161.66
85,-185,115,86.01,-187.21,171.8
85,-185,125,85.97,-187.12,181.83
85,-185,135,102.99,-224.15,135.71
85,-185,145,86.31,-187.85,201.55
85,-185,155,86.72,-188.73,211.2
85,-185,165,87.32,-190.04,220.64
85,-185,175,88.17,-191.89,229.77
85,-175,-185,86.6,-178.3,-241.04
85,-175,-175,85.57,-176.17,-231.89
85,-175,-165,84.81,-174.61,-222.44
85,-175,-155,84.26,-173.49,-212.8
85,-175,-145,103.4,-212.88,-148.62
85,-175,-135,103.44,-212.97,-133.97
85,-175,-125,103.34,-212.75,-119.44
85,-175,-115,83.73,-172.38,-173.13
85,-175,-105,83.94,-172.82,-163.0
85,-175,-95,84.28,-173.53,-152.79
85,-175,-85,84.75,-174.49,-142.48
85,-175,85,84.75,-174.49,142.48
85,-175,95,84.28,-173.53,152.79
85,-175,105,83.94,-172.82,163.0
85,-175,115,83.73,-172.38,173.13
85,-175,125,103.34,-212.75,119.44
85,-175,135,103.44,-212.97,133.97
85,-175,145,103.4,-212.88,148.62
85,-175,155,84.26,-173.49,212.8
85,-175,165,84.81,-174.61,222.44
85,-175,175,85.57,-176.17,231.89
85,-175,185,86.6,-178.3,241.04
85,-165,-195,85.04,-165.08,-251.97
85,-165,-185,83.77,-162.62,-242.82
85,-165,-175,82.82,-160.77,-233.35
85,-165,-165,103.37,-200.66,-176.75
85,-165,-155,103.72,-201.34,-161.92
85,-165,-145,103.88,-201.66,-147.21
85,-165,-135,103.88,-201.65,-132.6
85,-165,-125,103.72,-201.34,-118.08
85,-165,-115,103.41,-200.73,-103.65
85,-165,-105,102.95,-199.84,-89.32
85,-165,105,102.95,-199.84,89.32
85,-165,115,103.41,-200.73,103.65
85,-165,125,103.72,-201.34,118.08
85,-165,135,103.88,-201.65,132.6
85,-165,145,103.88,-201.66,147.21
85,-165,155,103.72,-201.34,161.92
85,-165,165,103.37,-200.66,176.75
85,-165,175,82.82,-160.77,233.35
85,-165,185,83.77,-162.62,242.82
85,-165,195,85.04,-165.08,251.97
85,-155,-205,83.52,-152.29,-262.63
85,-155,-195,81.95,-149.44,-253.48
85,-155,-185,102.62,-187.13,-205.41
85,-155,-175,103.37,-188.5,-190.43
85,-155,-165,103.89,-189.45,-175.59
85,-155,-155,104.21,-190.02,-160.84
85,-155,-145,104.34,-190.26,-146.17
85,-155,-135,104.3,-190.19,-131.57
85,-155,-125,104.09,-189.81,-117.04
85,-155,125,104.09,-189.81,117.04
85,-155,135,104.3,-190.19,131.57
85,-155,145,104.34,-190.26,146.17
85,-155,155,104.21,-190.02,160.84
85,-155,165,103.89,-189.45,175.59
85,-155,175,103.37,-188.5,190.43
85,-155,185,102.62,-187.13,205.41
85,-155,195,81.95,-149.44,253.48
85,-155,205,83.52,-152.29,262.63
85,-145,-215,82.08,-140.01,-273.05
85,-145,-205,80.12,-136.68,-263.93
85,-145,-195,102.14,-174.24,-219.37
85,-145,-185,103.13,-175.92,-204.39
85,-145,-175,103.85,-177.15,-189.55
85,-145,-165,104.35,-178.0,-174.8
85,-145,-155,104.64,-178.51,-160.11
85,-145,-145,104.75,-178.7,-145.47
85,-145,-135,104.68,-178.58,-130.87
85,-145,135,104.68,-178.58,130.87
85,-145,145,104.75,-178.7,145.47
85,-145,155,104.64,-178.51,160.11
85,-145,165,104.35,-178.0,174.8
85,-145,175,103.85,-177.15,189.55
85,-145,185,103.13,-175.92,204.39
85,-145,195,102.14,-174.24,219.37
85,-145,205,80.12,-136.68,263.93
85,-145,215,82.08,-140.01,273.05
85,-135,-215,99.59,-158.17,-248.74
85,-135,-205,101.27,-160.85,-233.53
85,-135,-195,102.55,-162.87,-218.58
85,-135,-185,103.52,-164.41,-203.77
85,-135,-175,104.23,-165.55,-189.04
85,-135,-165,104.73,-166.34,-174.36
85,-135,-155,105.02,-166.8,-159.71
85,-135,-145,105.12,-166.96,-145.08
85,-135,145,105.12,-166.96,145.08
85,-135,155,105.02,-166.8,159.71
85,-135,165,104.73,-166.34,174.36
85,-135,175,104.23,-165.55,189.04
85,-135,185,103.52,-164.41,203.77
85,-135,195,102.55,-162.87,218.58
85,-135,205,101.27,-160.85,233.53
85,-135,215,99.59,-158.17,248.74
85,-125,-225,97.75,-143.74,-263.1
85,-125,-215,99.91,-146.92,-247.87
85,-125,-205,101.54,-149.32,-232.94
85,-125,-195,102.8,-151.18,-218.17
85,-125,-185,103.78,-152.62,-203.48
85,-125,-175,104.51,-153.69,-188.85
85,-125,-165,68.29,-100.42,-224.7
85,-125,-155,67.74,-99.61,-214.59
85,-125,155,67.74,-99.61,214.59
85,-125,165,68.29,-100.42,224.7
85,-125,175,104.51,-153.69,188.85
85,-125,185,103.78,-152.62,203.48
85,-125,195,102.8,-151.18,218.17
85,-125,205,101.54,-149.32,232.94
85,-125,215,99.91,-146.92,247.87
85,-125,225,97.75,-143.74,263.1
85,-115,-225,97.87,-132.42,-262.33
85,-115,-215,99.96,-135.24,-247.42
85,-115,-205,101.59,-137.44,-232.7
85,-115,-195,66.75,-90.31,-254.76
85,-115,-185,65.54,-88.68,-244.54
85,-115,-175,64.56,-87.34,-234.31
85,-115,-165,63.77,-86.28,-224.09
85,-115,165,63.77,-86.28,224.09
85,-115,175,64.56,-87.34,234.31
85,-115,185,65.54,-88.68,244.54
85,-115,195,66.75,-90.31,254.76
85,-115,205,101.59,-137.44,232.7
85,-115,215,99.96,-135.24,247.42
85,-115,225,97.87,-132.42,262.33
85,-105,-235,94.94,-117.28,-276.89
85,-105,-225,97.65,-120.62,-261.97
85,-105,-215,65.21,-80.56,-274.85
85,-105,-205,63.39,-78.3,-264.57
85,-105,-195,61.87,-76.42,-254.23
85,-105,-185,60.6,-74.85,-243.86
85,-105,-175,59.55,-73.56,-233.51
85,-105,-165,58.7,-72.51,-223.18
85,-105,165,58.7,-72.51,223.18
85,-105,175,59.55,-73.56,233.51
85,-105,185,60.6,-74.85,243.86
85,-105,195,61.87,-76.42,254.23
85,-105,205,63.39,-78.3,264.57
85,-105,215,65.21,-80.56,274.85
85,-105,225,97.65,-120.62,261.97
85,-105,235,94.94,-117.28,276.89
85,-95,-235,94.35,-105.45,-276.57
85,-95,-225,62.14,-69.46,-284.79
85,-95,-215,59.87,-66.92,-274.4
85,-95,-205,57.98,-64.8,-263.93
85,-95,-195,56.39,-63.02,-253.42
85,-95,-185,55.04,-61.52,-242.91
85,-95,-175,53.91,-60.25,-232.43
85,-95,175,53.91,-60.25,232.43
85,-95,185,55.04,-61.52,242.91
85,-95,195,56.39,-63.02,253.42
85,-95,205,57.98,-64.8,263.93
85,-95,215,59.87,-66.92,274.4
85,-95,225,62.14,-69.46,284.79
85,-95,235,94.35,-105.45,276.57
85,-85,-245,89.72,-89.72,-291.2
85,-85,-235,59.09,-59.09,-294.79
85,-85,-225,56.24,-56.24,-284.31
85,-85,-215,53.9,-53.9,-273.71
85,-85,-205,51.93,-51.93,-263.05
85,-85,-195,50.25,-50.25,-252.38
85,-85,-185,48.81,-48.81,-241.72
85,-85,-175,47.58,-47.58,-231.09
85,-85,175,47.58,-47.58,231.09
85,-85,185,48.81,-48.81,241.72
85,-85,195,50.25,-50.25,252.38
85,-85,205,51.93,-51.93,263.05
85,-85,215,53.9,-53.9,273.71
85,-85,225,56.24,-56.24,284.31
85,-85,235,59.09,-59.09,294.79
85,-85,245,89.72,-89.72,291.2
85,-75,-245,56.21,-49.6,-304.86
85,-75,-235,52.57,-46.38,-294.33
85,-75,-225,49.66,-43.82,-283.61
85,-75,-215,47.23,-41.67,-272.81
85,-75,-205,45.15,-39.84,-261.97
85,-75,-195,43.36,-38.26,-251.12
85,-75,-185,41.82,-36.9,-240.3
85,-75,185,41.82,-36.9,240.3
85,-75,195,43.36,-38.26,251.12
85,-75,205,45.15,-39.84,261.97
85,-75,215,47.23,-41.67,272.81
85,-75,225,49.66,-43.82,283.61
85,-75,235,52.57,-46.38,294.33
85,-75,245,56.21,-49.6,304.86
85,-65,-245,49.02,-37.49,-304.47
85,-65,-235,45.33,-34.67,-293.67
85,-65,-225,42.33,-32.37,-282.73
85,-65,-215,39.79,-30.43,-271.73
85,-65,-205,37.6,-28.76,-260.7
85,-65,-195,35.7,-27.3,-249.68
85,-65,-185,34.03,-26.03,-238.68
85,-65,185,34.03,-26.03,238.68
85,-65,195,35.7,-27.3,249.68
85,-65,205,37.6,-28.76,260.7
85,-65,215,39.79,-30.43,271.73
85,-65,225,42.33,-32.37,282.73
85,-65,235,45.33,-34.67,293.67
85,-65,245,49.02,-37.49,304.47
85,-55,-255,46.03,-29.79,-314.74
85,-55,-245,41.14,-26.62,-303.9
85,-55,-235,37.37,-24.18,-292.85
85,-55,-225,34.25,-22.16,-281.7
85,-55,-215,31.6,-20.44,-270.51
85,-55,-205,29.29,-18.95,-259.3
85,-55,-195,27.26,-17.64,-248.1
85,-55,195,27.26,-17.64,248.1
85,-55,205,29.29,-18.95,259.3
85,-55,215,31.6,-20.44,270.51
85,-55,225,34.25,-22.16,281.7
85,-55,235,37.37,-24.18,292.85
85,-55,245,41.14,-26.62,303.9
85,-55,255,46.03,-29.79,314.74
85,-45,-255,37.56,-19.88,-314.32
85,-45,-245,32.63,-17.28,-303.21
85,-45,-235,28.76,-15.22,-291.93
85,-45,-225,25.52,-13.51,-280.58
85,-45,-215,22.74,-12.04,-269.2
85,-45,-205,20.31,-10.75,-257.8
85,-45,-195,18.17,-9.62,-246.42
85,-45,195,18.17,-9.62,246.42
85,-45,205,20.31,-10.75,257.8
85,-45,215,22.74,-12.04,269.2
85,-45,225,25.52,-13.51,280.58
85,-45,235,28.76,-15.22,291.93
85,-45,245,32.63,-17.28,303.21
85,-45,255,37.56,-19.88,314.32
85,-35,-255,28.73,-11.83,-313.8
85,-35,-245,23.74,-9.77,-302.44
85,-35,-235,19.76,-8.13,-290.96
85,-35,-225,16.41,-6.76,-279.42
85,-35,-215,13.51,-5.56,-267.85
85,-35,-205,10.97,-4.52,-256.28
85,-35,-195,8.71,-3.59,-244.72
85,-35,195,8.71,-3.59,244.72
85,-35,205,10.97,-4.52,256.28
85,-35,215,13.51,-5.56,267.85
85,-35,225,16.41,-6.76,279.42
85,-35,235,19.76,-8.13,290.96
85,-35,245,23.74,-9.77,302.44
85,-35,255,28.73,-11.83,313.8
85,-25,-255,20.09,-5.91,-313.24
85,-25,-245,15.02,-4.42,-301.67
85,-25,-235,10.94,-3.22,-290.01
85,-25,-225,7.49,-2.2,-278.3
85,-25,-215,4.5,-1.32,-266.57
85,-25,-205,1.86,-0.55,-254.83
85,-25,-195,-0.49,0.14,-243.1
85,-25,195,-0.49,0.14,243.1
85,-25,205,1.86,-0.55,254.83
85,-25,215,4.5,-1.32,266.57
85,-25,225,7.49,-2.2,278.3
