input_x,input_y,input_z,output_x,output_y,output_z
25,-5,-195,-0.5,0.1,-243.1
25,-5,195,-0.5,0.1,243.1
25,-5,205,1.9,-0.38,254.83
25,-5,215,4.6,-0.92,266.57
25,-5,225,7.66,-1.53,278.3
25,-5,235,11.18,-2.24,290.01
25,-5,245,15.35,-3.07,301.67
25,-5,255,20.53,-4.11,313.24
25,-5,265,27.78,-5.56,324.59
25,5,-265,27.78,5.56,-324.59
25,5,-255,20.53,4.11,-313.24
25,5,-245,15.35,3.07,-301.67
25,5,-235,11.18,2.24,-290.01
25,5,-225,7.66,1.53,-278.3
25,5,-215,4.6,0.92,-266.57
25,5,-205,1.9,0.38,-254.83
25,5,-195,-0.5,-0.1,-243.1
25,5,195,-0.5,-0.1,243.1
25,5,205,1.9,0.38,254.83
25,5,215,4.6,0.92,266.57
25,5,225,7.66,1.53,278.3
25,5,235,11.18,2.24,290.01
25,5,245,15.35,3.07,301.67
25,5,255,20.53,4.11,313.24
25,5,265,27.78,5.56,324.59
25,15,-265,27.46,16.48,-324.69
25,15,-255,21.03,12.62,-313.45
25,15,-245,16.46,9.88,-301.95
25,15,-235,12.8,7.68,-290.35
25,15,-225,9.71,5.83,-278.71
25,15,-215,7.04,4.22,-267.03
25,15,-205,4.68,2.81,-255.36
25,15,-195,2.58,1.55,-243.68
25,15,195,2.58,1.55,243.68
25,15,205,4.68,2.81,255.36
25,15,215,7.04,4.22,267.03
25,15,225,9.71,5.83,278.71
25,15,235,12.8,7.68,290.35
25,15,245,16.46,9.88,301.95
25,15,255,21.03,12.62,313.45
25,15,265,27.46,16.48,324.69
25,25,-265,27.45,27.45,-324.85
25,25,-255,21.97,21.97,-313.8
25,25,-245,18.15,18.15,-302.44
25,25,-235,15.11,15.11,-290.96
25,25,-225,12.55,12.55,-279.42
25,25,-215,10.33,10.33,-267.85
25,25,-205,8.39,8.39,-256.28
25,25,-195,6.66,6.66,-244.72
25,25,195,6.66,6.66,244.72
25,25,205,8.39,8.39,256.28
25,25,215,10.33,10.33,267.85
25,25,225,12.55,12.55,279.42
25,25,235,15.11,15.11,290.96
25,25,245,18.15,18.15,302.44
25,25,255,21.97,21.97,313.8
25,25,265,27.45,27.45,324.85
25,35,-265,27.88,39.03,-324.98
25,35,-255,23.14,32.39,-314.21
25,35,-245,19.92,27.89,-303.04
25,35,-235,17.38,24.34,-291.71
25,35,-225,15.26,21.37,-280.32
25,35,-215,13.44,18.81,-268.89
25,35,-205,11.84,16.58,-257.46
25,35,-195,10.43,14.6,-246.03
25,35,195,10.43,14.6,246.03
25,35,205,11.84,16.58,257.46
25,35,215,13.44,18.81,268.89
25,35,225,15.26,21.37,280.32
25,35,235,17.38,24.34,291.71
25,35,245,19.92,27.89,303.04
25,35,255,23.14,32.39,314.21
25,35,265,27.88,39.03,324.98
25,45,-265,28.64,51.56,-324.97
25,45,-255,24.33,43.79,-314.6
25,45,-245,21.55,38.79,-303.65
25,45,-235,19.39,34.9,-292.52
25,45,-225,17.6,31.68,-281.29
25,45,-215,16.06,28.92,-270.02
25,45,-205,14.73,26.51,-258.74
25,45,-195,13.55,24.4,-247.47
25,45,195,13.55,24.4,247.47
25,45,205,14.73,26.51,258.74
25,45,215,16.06,28.92,270.02
25,45,225,17.6,31.68,281.29
25,45,235,19.39,34.9,292.52
25,45,245,21.55,38.79,303.65
25,45,255,24.33,43.79,314.6
25,45,265,28.64,51.56,324.97
25,55,-265,29.72,65.38,-324.63
25,55,-255,25.47,56.04,-314.89
25,55,-245,22.99,50.57,-304.22
25,55,-235,21.1,46.42,-293.29
25,55,-225,19.55,43.01,-282.25
25,55,-215,18.23,40.11,-271.16
25,55,-205,17.09,37.61,-260.04
25,55,-195,16.1,35.42,-248.94
25,55,-185,15.23,33.5,-237.85
25,55,185,15.23,33.5,237.85
25,55,195,16.1,35.42,248.94
25,55,205,17.09,37.61,260.04
25,55,215,18.23,40.11,271.16
25,55,225,19.55,43.01,282.25
25,55,235,21.1,46.42,293.29
25,55,245,22.99,50.57,304.22
25,55,255,25.47,56.04,314.89
25,55,265,29.72,65.38,324.63
25,65,-255,26.56,69.05,-315.0
25,65,-245,24.25,63.06,-304.67
25,65,-235,22.56,58.64,-293.98
25,65,-225,21.18,55.08,-283.14
25,65,-215,20.03,52.08,-272.23
25,65,-205,19.04,49.5,-261.28
25,65,-195,18.18,47.27,-250.34
25,65,-185,17.43,45.33,-239.42
25,65,185,17.43,45.33,239.42
25,65,195,18.18,47.27,250.34
25,65,205,19.04,49.5,261.28
25,65,215,20.03,52.08,272.23
25,65,225,21.18,55.08,283.14
25,65,235,22.56,58.64,293.98
25,65,245,24.25,63.06,304.67
25,65,255,26.56,69.05,315.0
25,75,-255,27.62,82.87,-314.82
25,75,-245,25.38,76.15,-304.95
25,75,-235,23.81,71.44,-294.53
25,75,-225,22.57,67.71,-283.91
25,75,-215,21.54,64.61,-273.18
25,75,-205,20.66,61.98,-262.41
25,75,-195,19.91,59.72,-251.63
25,75,-185,19.26,57.77,-240.87
25,75,185,19.26,57.77,240.87
25,75,195,19.91,59.72,251.63
25,75,205,20.66,61.98,262.41
25,75,215,21.54,64.61,273.18
25,75,225,22.57,67.71,283.91
25,75,235,23.81,71.44,294.53
25,75,245,25.38,76.15,304.95
25,75,255,27.62,82.87,314.82
25,85,-255,28.75,97.75,-314.17
25,85,-245,26.42,89.82,-304.98
25,85,-235,24.92,84.72,-294.89
25,85,-225,23.77,80.8,-284.5
25,85,-215,22.82,77.6,-273.98
25,85,-205,22.03,74.91,-263.38
25,85,-195,21.36,72.63,-252.77
25,85,-185,20.79,70.68,-242.16
25,85,-175,20.3,69.03,-231.58
25,85,175,20.3,69.03,231.58
25,85,185,20.79,70.68,242.16
25,85,195,21.36,72.63,252.77
25,85,205,22.03,74.91,263.38
25,85,215,22.82,77.6,273.98
25,85,225,23.77,80.8,284.5
25,85,235,24.92,84.72,294.89
25,85,245,26.42,89.82,304.98
25,85,255,28.75,97.75,314.17
25,95,-255,30.37,115.39,-312.21
25,95,-245,27.4,104.11,-304.66
25,95,-235,25.91,98.47,-295.0
25,95,-225,24.82,94.3,-284.88
25,95,-215,23.94,90.97,-274.57
25,95,-205,23.21,88.21,-264.16
25,95,-195,22.6,85.89,-253.7
25,95,-185,22.09,83.94,-243.24
25,95,-175,21.66,82.31,-232.79
25,95,175,21.66,82.31,232.79
25,95,185,22.09,83.94,243.24
25,95,195,22.6,85.89,253.7
25,95,205,23.21,88.21,264.16
25,95,215,23.94,90.97,274.57
25,95,225,24.82,94.3,284.88
25,95,235,25.91,98.47,295.0
25,95,245,27.4,104.11,304.66
25,95,255,30.37,115.39,312.21
25,105,-245,28.4,119.28,-303.8
25,105,-235,26.83,112.69,-294.78
25,105,-225,25.76,108.18,-285.0
25,105,-215,24.92,104.68,-274.92
25,105,-205,24.24,101.82,-264.7
25,105,-195,23.68,99.46,-254.4
25,105,-185,23.21,97.5,-244.08
25,105,-175,22.83,95.88,-233.76
25,105,-165,22.52,94.57,-223.47
25,105,165,22.52,94.57,223.47
25,105,175,22.83,95.88,233.76
25,105,185,23.21,97.5,244.08
25,105,195,23.68,99.46,254.4
25,105,205,24.24,101.82,264.7
25,105,215,24.92,104.68,274.92
25,105,225,25.76,108.18,285.0
25,105,235,26.83,112.69,294.78
25,105,245,28.4,119.28,303.8
25,115,-245,29.61,136.22,-301.85
25,115,-235,27.72,127.51,-294.11
25,115,-225,26.62,122.46,-284.78
25,115,-215,25.81,118.71,-274.99
25,115,-205,25.16,115.73,-264.97
25,115,-195,24.63,113.3,-254.85
25,115,-185,24.2,111.3,-244.67
25,115,-175,23.84,109.68,-234.47
25,115,-165,23.56,108.4,-224.28
25,115,-155,23.35,107.42,-214.11
25,115,155,23.35,107.42,214.11
25,115,165,23.56,108.4,224.28
25,115,175,23.84,109.68,234.47
25,115,185,24.2,111.3,244.67
25,115,195,24.63,113.3,254.85
25,115,205,25.16,115.73,264.97
25,115,215,25.81,118.71,274.99
25,115,225,26.62,122.46,284.78
25,115,235,27.72,127.51,294.11
25,115,245,29.61,136.22,301.85
25,125,-235,28.64,143.2,-292.76
25,125,-225,27.44,137.2,-284.14
25,125,-215,26.62,133.08,-274.71
25,125,-205,25.98,129.91,-264.94
25,125,-195,25.47,127.37,-255.0
25,125,-185,25.07,125.33,-244.97
25,125,-175,24.74,123.69,-234.89
25,125,-165,24.48,122.4,-224.79
25,125,-155,24.29,121.45,-214.7
25,125,155,24.29,121.45,214.7
25,125,165,24.48,122.4,224.79
25,125,175,24.74,123.69,234.89
25,125,185,25.07,125.33,244.97
25,125,195,25.47,127.37,255.0
25,125,205,25.98,129.91,264.94
25,125,215,26.62,133.08,274.71
25,125,225,27.44,137.2,284.14
25,125,235,28.64,143.2,292.76
25,135,-235,29.82,161.02,-289.86
25,135,-225,28.25,152.57,-282.91
25,135,-215,27.38,147.83,-274.0
25,135,-205,26.74,144.38,-264.55
25,135,-195,26.24,141.69,-254.82
25,135,-185,25.84,139.56,-244.95
25,135,-175,25.53,137.87,-235.0
25,135,-165,25.29,136.57,-225.0
25,135,-155,25.11,135.61,-214.98
25,135,-145,25.0,134.98,-204.96
25,135,145,25.0,134.98,204.96
25,135,155,25.11,135.61,214.98
25,135,165,25.29,136.57,225.0
25,135,175,25.53,137.87,235.0
25,135,185,25.84,139.56,244.95
25,135,195,26.24,141.69,254.82
25,135,205,26.74,144.38,264.55
25,135,215,27.38,147.83,274.0
25,135,225,28.25,152.57,282.91
25,135,235,29.82,161.02,289.86
25,145,-225,29.15,169.07,-280.66
25,145,-215,28.12,163.1,-272.73
25,145,-205,27.45,159.18,-263.71
25,145,-195,26.94,156.26,-254.26
25,145,-185,26.55,153.99,-244.58
25,145,-175,26.25,152.22,-234.77
25,145,-165,26.01,150.87,-224.87
25,145,-155,25.84,149.89,-214.93
25,145,-145,25.73,149.25,-204.96
25,145,-135,25.68,148.93,-194.97
25,145,135,25.68,148.93,194.97
25,145,145,25.73,149.25,204.96
25,145,155,25.84,149.89,214.93
25,145,165,26.01,150.87,224.87
25,145,175,26.25,152.22,234.77
25,145,185,26.55,153.99,244.58
25,145,195,26.94,156.26,254.26
25,145,205,27.45,159.18,263.71
25,145,215,28.12,163.1,272.73
25,145,225,29.15,169.07,280.66
25,155,-215,28.9,179.2,-270.57
25,155,-205,28.13,174.43,-262.3
25,155,-195,27.6,171.12,-253.24
25,155,-185,27.2,168.64,-243.8
25,155,-175,26.89,166.75,-234.16
25,155,-165,26.66,165.32,-224.39
25,155,-155,26.5,164.28,-214.53
25,155,-145,26.39,163.61,-204.61
25,155,-135,26.33,163.26,-194.65
25,155,-125,26.33,163.24,-184.65
25,155,-115,26.38,163.53,-174.62
25,155,115,26.38,163.53,174.62
25,155,125,26.33,163.24,184.65
25,155,135,26.33,163.26,194.65
25,155,145,26.39,163.61,204.61
25,155,155,26.5,164.28,214.53
25,155,165,26.66,165.32,224.39
25,155,175,26.89,166.75,234.16
25,155,185,27.2,168.64,243.8
25,155,195,27.6,171.12,253.24
25,155,205,28.13,174.43,262.3
25,155,215,28.9,179.2,270.57
25,165,-215,29.94,197.6,-266.26
25,165,-205,28.84,190.38,-260.04
25,165,-195,28.24,186.39,-251.62
25,165,-185,27.81,183.57,-242.54
25,165,-175,27.5,181.47,-233.13
25,165,-165,27.26,179.91,-223.51
25,165,-155,27.09,178.79,-213.76
25,165,-145,34.25,226.04,-147.44
25,165,-135,34.25,226.05,-132.82
25,165,-125,26.91,177.58,-183.99
25,165,-115,26.94,177.82,-173.95
25,165,-105,27.03,178.37,-163.84
25,165,105,27.03,178.37,163.84
25,165,115,26.94,177.82,173.95
25,165,125,26.91,177.58,183.99
25,165,135,34.25,226.05,132.82
25,165,145,34.25,226.04,147.44
25,165,155,27.09,178.79,213.76
25,165,165,27.26,179.91,223.51
25,165,175,27.5,181.47,233.13
25,165,185,27.81,183.57,242.54
25,165,195,28.24,186.39,251.62
25,165,205,28.84,190.38,260.04
25,165,215,29.94,197.6,266.26
25,175,-205,29.71,207.97,-256.0
25,175,-195,28.9,202.28,-249.14
25,175,-185,28.41,198.86,-240.66
25,175,-175,28.06,196.44,-231.58
25,175,-165,27.81,194.68,-222.18
25,175,-155,33.63,235.44,-163.69
25,175,-145,33.71,235.94,-148.89
25,175,-135,33.72,236.06,-134.24
25,175,-125,33.69,235.84,-119.7
25,175,-115,27.45,192.14,-172.93
25,175,-105,27.52,192.61,-162.8
25,175,-95,27.62,193.37,-152.58
25,175,-85,27.77,194.41,-142.26
25,175,85,27.77,194.41,142.26
25,175,95,27.62,193.37,152.58
25,175,105,27.52,192.61,162.8
25,175,115,27.45,192.14,172.93
25,175,125,33.69,235.84,119.7
25,175,135,33.72,236.06,134.24
25,175,145,33.71,235.94,148.89
25,175,155,33.63,235.44,163.69
25,175,165,27.81,194.68,222.18
25,175,175,28.06,196.44,231.58
25,175,185,28.41,198.86,240.66
25,175,195,28.9,202.28,249.14
25,175,205,29.71,207.97,256.0
25,185,-195,29.68,219.61,-244.89
25,185,-185,29.02,214.75,-237.84
25,185,-175,28.62,211.77,-229.35
25,185,-165,32.96,243.93,-180.86
25,185,-155,33.12,245.09,-165.69
25,185,-145,33.21,245.77,-150.77
25,185,-135,33.25,246.04,-136.03
25,185,-125,33.24,245.94,-121.46
25,185,-115,33.18,245.52,-107.03
25,185,-105,33.08,244.79,-92.75
25,185,-95,28.04,207.51,-151.16
25,185,-85,28.17,208.45,-140.8
25,185,-75,28.33,209.63,-130.31
25,185,-65,28.52,211.06,-119.68
25,185,-55,28.74,212.7,-108.9
25,185,55,28.74,212.7,108.9
25,185,65,28.52,211.06,119.68
25,185,75,28.33,209.63,130.31
25,185,85,28.17,208.45,140.8
25,185,95,28.04,207.51,151.16
25,185,105,33.08,244.79,92.75
25,185,115,33.18,245.52,107.03
25,185,125,33.24,245.94,121.46
25,185,135,33.25,246.04,136.03
25,185,145,33.21,245.77,150.77
25,185,155,33.12,245.09,165.69
25,185,165,32.96,243.93,180.86
25,185,175,28.62,211.77,229.35
25,185,185,29.02,214.75,237.84
25,185,195,29.68,219.61,244.89
25,195,-185,29.75,232.08,-233.1
25,195,-175,32.13,250.65,-199.91
25,195,-165,32.44,253.03,-183.78
25,195,-155,32.63,254.55,-168.28
25,195,-145,32.75,255.47,-153.14
25,195,-135,32.81,255.93,-138.28
25,195,-125,32.82,256.0,-123.62
25,195,-115,32.79,255.74,-109.15
25,195,-105,32.71,255.16,-94.85
25,195,-95,32.6,254.31,-80.72
25,195,-85,32.46,253.2,-66.75
25,195,-75,28.66,223.51,-128.47
25,195,-65,28.82,224.79,-117.79
25,195,-55,29.01,226.28,-106.95
25,195,-45,29.22,227.95,-95.94
25,195,-35,29.46,229.79,-84.74
25,195,-25,29.71,231.76,-73.34
25,195,-15,29.98,233.84,-61.73
25,195,-5,30.26,235.99,-49.89
25,195,5,30.26,235.99,49.89
25,195,15,29.98,233.84,61.73
25,195,25,29.71,231.76,73.34
25,195,35,29.46,229.79,84.74
25,195,45,29.22,227.95,95.94
25,195,55,29.01,226.28,106.95
25,195,65,28.82,224.79,117.79
25,195,75,28.66,223.51,128.47
25,195,85,32.46,253.2,66.75
25,195,95,32.6,254.31,80.72
25,195,105,32.71,255.16,94.85
25,195,115,32.79,255.74,109.15
25,195,125,32.82,256.0,123.62
25,195,135,32.81,255.93,138.28
25,195,145,32.75,255.47,153.14
25,195,155,32.63,254.55,168.28
25,195,165,32.44,253.03,183.78
25,195,175,32.13,250.65,199.91
25,195,185,29.75,232.08,233.1
25,205,-175,31.41,257.58,-205.75
25,205,-165,31.89,261.49,-187.9
25,205,-155,32.15,263.64,-171.7
25,205,-145,32.31,264.95,-156.18
25,205,-135,32.4,265.69,-141.08
25,205,-125,32.44,265.98,-126.28
25,205,-115,32.43,265.91,-111.71
25,205,-105,32.38,265.51,-97.35
25,205,-95,32.3,264.83,-83.19
25,205,-85,32.18,263.9,-69.21
25,205,-75,32.04,262.74,-55.42
25,205,-65,31.88,261.38,-41.83
25,205,-55,31.69,259.84,-28.43
25,205,-45,29.43,241.32,-93.63
25,205,-35,29.63,242.96,-82.39
25,205,-25,29.85,244.74,-70.95
25,205,-15,30.07,246.61,-59.3
25,205,-5,30.31,248.55,-47.43
25,205,5,30.31,248.55,47.43
25,205,15,30.07,246.61,59.3
25,205,25,29.85,244.74,70.95
25,205,35,29.63,242.96,82.39
25,205,45,29.43,241.32,93.63
25,205,55,31.69,259.84,28.43
25,205,65,31.88,261.38,41.83
25,205,75,32.04,262.74,55.42
25,205,85,32.18,263.9,69.21
25,205,95,32.3,264.83,83.19
25,205,105,32.38,265.51,97.35
25,205,115,32.43,265.91,111.71
25,205,125,32.44,265.98,126.28
25,205,135,32.4,265.69,141.08
25,205,145,32.31,264.95,156.18
25,205,155,32.15,263.64,171.7
25,205,165,31.89,261.49,187.9
25,205,175,31.41,257.58,205.75
25,215,-165,31.14,267.81,-195.31
25,215,-155,31.62,271.97,-176.61
25,215,-145,31.86,274.02,-160.23
25,215,-135,32.0,275.19,-144.66
25,215,-125,32.07,275.8,-129.58
25,215,-115,32.09,275.97,-114.83
25,215,-105,32.07,275.79,-100.35
25,215,-95,32.01,275.31,-86.11
25,215,-85,31.93,274.57,-72.08
25,215,-75,31.81,273.61,-58.27
25,215,-65,31.68,272.44,-44.65
25,215,-55,31.52,271.1,-31.25
25,215,-45,31.35,269.62,-18.06
25,215,-35,31.17,268.03,-5.07
25,215,-25,30.97,266.35,7.69
25,215,-15,30.77,264.61,20.24
25,215,-5,30.56,262.85,32.56
25,215,5,30.56,262.85,-32.56
25,215,15,30.77,264.61,-20.24
25,215,25,30.97,266.35,-7.69
25,215,35,31.17,268.03,5.07
25,215,45,31.35,269.62,18.06
25,215,55,31.52,271.1,31.25
25,215,65,31.68,272.44,44.65
25,215,75,31.81,273.61,58.27
25,215,85,31.93,274.57,72.08
25,215,95,32.01,275.31,86.11
25,215,105,32.07,275.79,100.35
25,215,115,32.09,275.97,114.83
25,215,125,32.07,275.8,129.58
25,215,135,32.0,275.19,144.66
25,215,145,31.86,274.02,160.23
25,215,155,31.62,271.97,176.61
25,215,165,31.14,267.81,195.31
25,225,-145,31.34,282.03,-166.38
25,225,-135,31.57,284.16,-149.56
25,225,-125,31.7,285.29,-133.85
25,225,-115,31.76,285.83,-118.73
25,225,-105,31.77,285.94,-104.02
25,225,-95,31.75,285.71,-89.62
25,225,-85,31.69,285.19,-75.49
25,225,-75,31.6,284.44,-61.59
25,225,-65,31.5,283.48,-47.93
25,225,-55,31.37,282.35,-34.49
25,225,-45,31.23,281.08,-21.27
25,225,-35,31.08,279.7,-8.27
25,225,-25,30.91,278.23,4.51
25,225,-15,30.75,276.71,17.07
25,225,-5,30.57,275.16,29.42
25,225,5,30.57,275.16,-29.42
25,225,15,30.75,276.71,-17.07
25,225,25,30.91,278.23,-4.51
25,225,35,31.08,279.7,8.27
25,225,45,31.23,281.08,21.27
25,225,55,31.37,282.35,34.49
25,225,65,31.5,283.48,47.93
25,225,75,31.6,284.44,61.59
25,225,85,31.69,285.19,75.49
25,225,95,31.75,285.71,89.62
25,225,105,31.77,285.94,104.02
25,225,115,31.76,285.83,118.73
25,225,125,31.7,285.29,133.85
25,225,135,31.57,284.16,149.56
25,225,145,31.34,282.03,166.38
25,235,-135,30.98,291.26,-158.26
25,235,-125,31.28,294.02,-140.05
25,235,-115,31.41,295.25,-123.97
25,235,-105,31.47,295.81,-108.73
25,235,-95,31.48,295.91,-93.99
25,235,-85,31.46,295.68,-79.63
25,235,-75,31.4,295.18,-65.59
25,235,-65,31.33,294.46,-51.81
25,235,-55,31.23,293.56,-38.29
25,235,-45,31.12,292.52,-25.02
25,235,-35,30.99,291.35,-11.97
25,235,-25,30.86,290.1,0.84
25,235,-15,30.72,288.8,13.43
25,235,-5,30.58,287.46,25.79
25,235,5,30.58,287.46,-25.79
25,235,15,30.72,288.8,-13.43
25,235,25,30.86,290.1,-0.84
25,235,35,30.99,291.35,11.97
25,235,45,31.12,292.52,25.02
25,235,55,31.23,293.56,38.29
25,235,65,31.33,294.46,51.81
25,235,75,31.4,295.18,65.59
25,235,85,31.46,295.68,79.63
25,235,95,31.48,295.91,93.99
25,235,105,31.47,295.81,108.73
25,235,115,31.41,295.25,123.97
25,235,125,31.28,294.02,140.05
25,235,135,30.98,291.26,158.26
25,245,-115,30.93,303.16,-132.98
25,245,-105,31.12,304.97,-115.57
25,245,-95,31.19,305.7,-99.9
25,245,-85,31.21,305.9,-85.01
25,245,-75,31.2,305.74,-70.62
25,245,-65,31.15,305.31,-56.61
25,245,-55,31.09,304.68,-42.92
25,245,-45,31.01,303.88,-29.52
25,245,-35,30.91,302.95,-16.39
25,245,-25,30.81,301.94,-3.51
25,245,-15,30.7,300.86,9.12
25,245,-5,30.59,299.76,21.51
25,245,5,30.59,299.76,-21.51
25,245,15,30.7,300.86,-9.12
25,245,25,30.81,301.94,3.51
25,245,35,30.91,302.95,16.39
25,245,45,31.01,303.88,29.52
25,245,55,31.09,304.68,42.92
25,245,65,31.15,305.31,56.61
25,245,75,31.2,305.74,70.62
25,245,85,31.21,305.9,85.01
25,245,95,31.19,305.7,99.9
25,245,105,31.12,304.97,115.57
25,245,115,30.93,303.16,132.98
25,255,-95,30.74,313.52,-111.68
25,255,-85,30.91,315.29,-93.37
25,255,-75,30.96,315.81,-77.77
25,255,-65,30.97,315.85,-63.09
25,255,-55,30.94,315.58,-48.98
25,255,-45,30.89,315.09,-35.3
25,255,-35,30.83,314.45,-21.97
25,255,-25,30.76,313.7,-8.96
25,255,-15,30.67,312.88,3.75
25,255,-5,30.59,312.03,16.19
25,255,5,30.59,312.03,-16.19
25,255,15,30.67,312.88,-3.75
25,255,25,30.76,313.7,8.96
25,255,35,30.83,314.45,21.97
25,255,45,30.89,315.09,35.3
25,255,55,30.94,315.58,48.98
25,255,65,30.97,315.85,63.09
25,255,75,30.96,315.81,77.77
25,255,85,30.91,315.29,93.37
25,255,95,30.74,313.52,111.68
25,265,-55,30.73,325.7,-59.34
25,265,-45,30.74,325.85,-44.27
25,265,-35,30.72,325.66,-30.21
25,265,-25,30.69,325.29,-16.77
25,265,-15,30.64,324.81,-3.8
25,265,-5,30.59,324.26,8.75
25,265,5,30.59,324.26,-8.75
25,265,15,30.64,324.81,3.8
25,265,25,30.69,325.29,16.77
25,265,35,30.72,325.66,30.21
25,265,45,30.74,325.85,44.27
25,265,55,30.73,325.7,59.34
35,-265,-55,42.7,-323.31,-57.54
35,-265,-45,42.7,-323.33,-42.88
35,-265,-35,42.67,-323.07,-29.0
35,-265,-25,42.61,-322.64,-15.66
35,-265,-15,42.54,-322.11,-2.74
35,-265,-5,42.47,-321.53,9.79
35,-265,5,42.47,-321.53,-9.79
35,-265,15,42.54,-322.11,2.74
35,-265,25,42.61,-322.64,15.66
35,-265,35,42.67,-323.07,29.0
35,-265,45,42.7,-323.33,42.88
35,-265,55,42.7,-323.31,57.54
35,-255,-95,42.77,-311.63,-109.05
35,-255,-85,42.94,-312.88,-92.04
35,-255,-75,43.0,-313.26,-76.72
35,-255,-65,42.99,-313.22,-62.18
35,-255,-55,42.95,-312.9,-48.15
35,-255,-45,42.87,-312.37,-34.52
35,-255,-35,42.78,-311.7,-21.23
35,-255,-25,42.68,-310.92,-8.24
35,-255,-15,42.56,-310.07,4.46
35,-255,-5,42.44,-309.19,16.89
35,-255,5,42.44,-309.19,-16.89
35,-255,15,42.56,-310.07,-4.46
35,-255,25,42.68,-310.92,8.24
35,-255,35,42.78,-311.7,21.23
35,-255,45,42.87,-312.37,34.52
35,-255,55,42.95,-312.9,48.15
35,-255,65,42.99,-313.22,62.18
35,-255,75,43.0,-313.26,76.72
35,-255,85,42.94,-312.88,92.04
35,-255,95,42.77,-311.63,109.05
35,-245,-115,42.99,-300.95,-131.32
35,-245,-105,43.21,-302.44,-114.52
35,-245,-95,43.29,-303.06,-99.04
35,-245,-85,43.31,-303.19,-84.25
35,-245,-75,43.28,-302.98,-69.92
35,-245,-65,43.22,-302.51,-55.95
35,-245,-55,43.12,-301.85,-42.29
35,-245,-45,43.0,-301.02,-28.91
35,-245,-35,42.87,-300.07,-15.8
35,-245,-25,42.72,-299.03,-2.93
35,-245,-15,42.56,-297.93,9.7
35,-245,-5,42.4,-296.8,22.08
35,-245,5,42.4,-296.8,-22.08
35,-245,15,42.56,-297.93,-9.7
35,-245,25,42.72,-299.03,2.93
35,-245,35,42.87,-300.07,15.8
35,-245,45,43.0,-301.02,28.91
35,-245,55,43.12,-301.85,42.29
35,-245,65,43.22,-302.51,55.95
35,-245,75,43.28,-302.98,69.92
35,-245,85,43.31,-303.19,84.25
35,-245,95,43.29,-303.06,99.04
35,-245,105,43.21,-302.44,114.52
35,-245,115,42.99,-300.95,131.32
35,-235,-135,43.06,-289.14,-156.54
35,-235,-125,43.41,-291.44,-139.06
35,-235,-115,43.57,-292.54,-123.19
35,-235,-105,43.64,-293.02,-108.04
35,-235,-95,43.65,-293.07,-93.37
35,-235,-85,43.61,-292.8,-79.05
35,-235,-75,43.53,-292.27,-65.03
35,-235,-65,43.42,-291.52,-51.28
35,-235,-55,43.28,-290.59,-37.77
35,-235,-45,43.12,-289.52,-24.5
35,-235,-35,42.94,-288.34,-11.46
35,-235,-25,42.75,-287.07,1.35
35,-235,-15,42.56,-285.74,13.93
35,-235,-5,42.36,-284.38,26.29
35,-235,5,42.36,-284.38,-26.29
35,-235,15,42.56,-285.74,-13.93
35,-235,25,42.75,-287.07,-1.35
35,-235,35,42.94,-288.34,11.46
35,-235,45,43.12,-289.52,24.5
35,-235,55,43.28,-290.59,37.77
35,-235,65,43.42,-291.52,51.28
35,-235,75,43.53,-292.27,65.03
35,-235,85,43.61,-292.8,79.05
35,-235,95,43.65,-293.07,93.37
35,-235,105,43.64,-293.02,108.04
35,-235,115,43.57,-292.54,123.19
35,-235,125,43.41,-291.44,139.06
35,-235,135,43.06,-289.14,156.54
35,-225,-145,43.47,-279.48,-165.32
35,-225,-135,43.77,-281.4,-148.79
35,-225,-125,43.93,-282.42,-133.2
35,-225,-115,44.01,-282.9,-118.15
35,-225,-105,44.02,-282.96,-103.48
35,-225,-95,43.97,-282.69,-89.11
35,-225,-85,43.89,-282.15,-74.99
35,-225,-75,43.77,-281.37,-61.12
35,-225,-65,43.62,-280.39,-47.46
35,-225,-55,43.44,-279.24,-34.03
35,-225,-45,43.24,-277.95,-20.81
35,-225,-35,43.02,-276.55,-7.82
35,-225,-25,42.79,-275.06,4.96
35,-225,-15,42.55,-273.52,17.52
35,-225,-5,42.3,-271.95,29.86
35,-225,5,42.3,-271.95,-29.86
35,-225,15,42.55,-273.52,-17.52
35,-225,25,42.79,-275.06,-4.96
35,-225,35,43.02,-276.55,7.82
35,-225,45,43.24,-277.95,20.81
35,-225,55,43.44,-279.24,34.03
35,-225,65,43.62,-280.39,47.46
35,-225,75,43.77,-281.37,61.12
35,-225,85,43.89,-282.15,74.99
35,-225,95,43.97,-282.69,89.11
35,-225,105,44.02,-282.96,103.48
35,-225,115,44.01,-282.9,118.15
35,-225,125,43.93,-282.42,133.2
35,-225,135,43.77,-281.4,148.79
35,-225,145,43.47,-279.48,165.32
35,-215,-165,43.24,-265.62,-193.74
35,-215,-155,43.82,-269.19,-175.78
35,-215,-145,44.13,-271.08,-159.58
35,-215,-135,44.31,-272.17,-144.1
35,-215,-125,44.4,-272.72,-129.07
35,-215,-115,44.42,-272.85,-114.35
35,-215,-105,44.38,-272.64,-99.9
35,-215,-95,44.3,-272.14,-85.67
35,-215,-85,44.18,-271.37,-71.65
35,-215,-75,44.02,-270.38,-57.84
35,-215,-65,43.82,-269.2,-44.23
